g1,g2,time
0.008629813,8.704147e-05,0
0.008191507,0.0011446013,1
0.0074647088,0.0020839276,2
0.0065132463,0.0028580823,3
0.005398365,0.003425733,4
0.0041823257,0.0037518863,5
0.0029296023,0.0038095184,6
0.0017067604,0.0035815388,7
0.0005812329,0.003062674,8
-0.00038079947,0.0022610119,9
-0.0011174101,0.0011987804,10
-0.0015738771,-8.741867e-05,11
-0.0017059394,-0.001547195,12
-0.0014826312,-0.0031177178,13
-0.00088897446,-0.004725933,14
7.202949e-05,-0.006291485,15
0.00137835,-0.007730172,16
0.0029884186,-0.008958,17
0.004841889,-0.009895609,18
0.006861358,-0.01047254,19
0.008955053,-0.010631611,20
0.011020324,-0.010333139,21
0.012948394,-0.009557987,22
0.014629517,-0.008310158,23
0.015958318,-0.0066185594,24
0.016839612,-0.0045372564,25
0.017194265,-0.0021445325,26
0.016964326,0.00045923353,27
0.016117714,0.0031552254,28
0.014651617,0.0058110137,29
0.012595482,0.008286507,30
0.01001096,0.010440594,31
0.0069915703,0.012138263,32
0.0036603827,0.013258089,33
0.00016562811,0.013699271,34
-0.003324889,0.013388624,35
-0.006630948,0.012285925,36
-0.009568172,0.010388695,37
-0.011957343,0.007735126,38
-0.013634088,0.0044049663,39
-0.014458511,0.00051849015,40
-0.014323911,-0.0037663302,41
-0.013165013,-0.008258971,42
-0.010964573,-0.012743782,43
-0.007757832,-0.016988866,44
-0.0036346936,-0.02075681,45
0.0012608457,-0.023816472,46
0.0067337886,-0.025955295,47
0.012544534,-0.026992436,48
0.018418133,-0.026789924,49
0.024055514,-0.025263775,50
0.029147321,-0.02239267,51
0.033389166,-0.01822365,52
0.03649758,-0.012875533,53
0.038227003,-0.006537201,54
0.03838467,0.0005364713,55
0.036844365,0.008033725,56
0.03355799,0.015597819,57
0.028563995,0.022842618,58
0.021991825,0.029370744,59
0.014061614,0.034793437,60
0.0050796587,0.03875097,61
-0.004570835,0.04093289,62
-0.01444379,0.0410973,63
-0.024047825,0.03908796,64
-0.03286912,0.034847174,65
-0.04039509,0.028426416,66
-0.046141177,0.019990785,67
-0.04967758,0.009820634,68
-0.050655294,-0.0016948294,69
-0.048831604,-0.014068382,70
-0.04408926,-0.026731173,71
-0.03645415,-0.039054293,72
-0.026102394,-0.050375644,73
-0.01336579,-0.0600314,74
0.001275824,-0.06738937,75
0.017206503,-0.071886405,76
0.033696707,-0.073064096,77
0.04993309,-0.0706005,78
0.06505355,-0.06434132,79
0.078187644,-0.05432438,80
0.088505305,-0.04078807,81
0.0952584,-0.024179129,82
0.09783113,-0.0051388214,83
0.09577668,0.015514971,84
0.08885541,0.036821935,85
0.077060595,0.05772163,86
0.060608298,0.07708941,87
0.039944667,0.09378164,88
0.0159137,0.10677468,89
-0.010451363,0.11518925,90
-0.03804672,0.11829915,91
-0.06562523,0.11553121,92
-0.09175452,0.106585875,93
-0.11494408,0.091477625,94
-0.133768,0.070503026,95
-0.14690003,0.04428561,96
-0.15320674,0.013758652,97
-0.15182441,-0.019854214,98
-0.14224486,-0.055070758,99
-0.124460034,-0.09019971,100
-0.09876996,-0.12340602,101
-0.06586336,-0.15256695,102
-0.02669726,-0.17479903,103
0.01664522,-0.18843678,104
0.06175552,-0.19219896,105
0.10611177,-0.18541194,106
0.1471557,-0.16804813,107
0.18240187,-0.14067014,108
0.20959134,-0.104436815,109
0.22684209,-0.060920164,110
0.23282543,-0.012236184,111
0.22654086,0.039679922,112
0.20742394,0.09214914,113
0.17572926,0.14215562,114
0.13243522,0.18678156,115
0.07885739,0.22267653,116
0.017661443,0.24755183,117
-0.047858633,0.25978032,118
-0.11409248,0.2585551,119
-0.17722961,0.24360457,120
-0.23370336,0.2144454,121
-0.28026578,0.17208563,122
-0.31416914,0.11637919,123
-0.33226308,0.04968328,124
-0.33273026,-0.025196575,125
-0.3142554,-0.10446663,126
-0.2756893,-0.18371065,127
-0.21708621,-0.25554872,128
-0.14127126,-0.31403092,129
-0.053254146,-0.35468096,130
0.041092418,-0.37372583,131
0.13581258,-0.36953723,132
0.2250083,-0.34270227,133
0.30247575,-0.29446927,134
0.3633935,-0.22720274,135
0.40489063,-0.14433244,136
0.42377743,-0.050175723,137
0.41456226,0.04966104,138
0.37706208,0.14860822,139
0.3142802,0.2410016,140
0.22900143,0.31968614,141
0.12666763,0.38033196,142
0.013335946,0.41889814,143
-0.10394846,0.43230152,144
-0.21935801,0.41888565,145
-0.32665235,0.3788171,146
-0.41815335,0.31430325,147
-0.48523754,0.22507183,148
-0.5238475,0.11560342,149
-0.53156143,-0.007201698,150
-0.5040151,-0.13657843,151
-0.44121486,-0.26314375,152
-0.34290892,-0.37569773,153
-0.2162993,-0.46488672,154
-0.07208425,-0.52292645,155
0.08030932,-0.54388005,156
0.22852165,-0.5255773,157
0.36097488,-0.4699106,158
0.46943966,-0.3819832,159
0.54732513,-0.2678451,160
0.59084004,-0.13431665,161
0.59258074,0.011522124,162
0.5507327,0.1585086,163
0.46826452,0.29575795,164
0.3508138,0.41314197,165
0.20768246,0.50376767,166
0.046874933,0.56146234,167
-0.12084245,0.57992923,168
-0.2831626,0.5570899,169
-0.4301618,0.49377143,170
-0.5501541,0.39381334,171
-0.63213235,0.263351,172
-0.66995496,0.11022695,173
-0.6616633,-0.0562481,174
-0.6047279,-0.2245785,175
-0.50101936,-0.37879813,176
-0.35792103,-0.5053032,177
-0.1853179,-0.5968837,178
0.0031456663,-0.6443289,179
0.19273409,-0.6428539,180
0.3680266,-0.5922023,181
0.5152895,-0.49712217,182
0.6249011,-0.3656529,183
0.6913642,-0.20821671,184
0.7064303,-0.033581264,185
0.6682389,0.1458069,186
0.5787017,0.3155346,187
0.44422248,0.46188068,188
0.27643412,0.5757944,189
0.08556752,0.64804703,190
-0.1148084,0.6712381,191
-0.30890077,0.6439215,192
-0.48051485,0.56705713,193
-0.6181336,0.4465242,194
-0.7097974,0.29151046,195
-0.7487192,0.11312955,196
-0.73243856,-0.07673269,197
-0.6604131,-0.26462638,198
-0.53610516,-0.43385148,199
-0.3694886,-0.56914175,200
-0.17331083,-0.6623151,201
0.037890494,-0.704911,202
0.24669893,-0.6923604,203
0.4360588,-0.62548727,204
0.59115297,-0.51058525,205
0.7018078,-0.35732555,206
0.76119673,-0.17791718,207
0.76166326,0.017071161,208
0.7031479,0.21274155,209
0.589291,0.39263764,210
0.4292839,0.5425464,211
0.23667654,0.6523176,212
0.022852097,0.71169716,213
-0.19458537,0.716105,214
-0.3982182,0.6652697,215
-0.57004666,0.5610793,216
-0.6990548,0.4144358,217
-0.7743626,0.2350861,218
-0.7904174,0.036970183,219
-0.7465608,-0.16676752,220
-0.64429724,-0.35917333,221
-0.48976684,-0.5235224,222
-0.29729345,-0.6457243,223
-0.0808251,-0.7195643,224
0.14317305,-0.7370145,225
0.35577986,-0.6960919,226
0.5397392,-0.59984696,227
0.68133694,-0.4575717,228
0.7720088,-0.28073996,229
0.80180955,-0.08221614,230
0.76990837,0.124771625,231
0.6776536,0.32355103,232
0.5312409,0.4971547,233
0.3435574,0.6330835,234
0.12756994,0.7192331,235
-0.10049248,0.74888736,236
-0.3215427,0.7198823,237
-0.51493967,0.63337535,238
-0.6689514,0.49738336,239
-0.7711861,0.3233551,240
-0.81347406,0.12430443,241
-0.79313385,-0.08493628,242
-0.7110017,-0.2894975,243
-0.5717634,-0.4718755,244
-0.38718325,-0.6161687,245
-0.17256626,-0.7125261,246
0.056555916,-0.75351286,247
0.28156227,-0.7343471,248
0.48362908,-0.65650666,249
0.64692116,-0.52732235,250
0.76055086,-0.35769525,251
0.8156828,-0.1610425,252
0.80656785,0.04992246,253
0.734028,0.25887284,254
0.60270864,0.447699,255
0.42390072,0.60183096,256
0.21177363,0.70833623,257
-0.01922413,0.75887984,258
-0.24931988,0.74968356,259
-0.45843467,0.68087703,260
-0.6302858,0.55781347,261
-0.7534749,0.3928874,262
-0.81761163,0.19695792,263
-0.81792855,-0.014496426,264
-0.75482166,-0.22608906,265
-0.6315721,-0.4205036,266
-0.45734608,-0.58099794,267
-0.24791695,-0.6946641,268
-0.018860875,-0.75506675,269
0.21241727,-0.7556359,270
0.4268273,-0.6956773,271
0.6066349,-0.5802977,272
0.7389526,-0.4201034,273
0.81594384,-0.22815768,274
0.8266925,-0.017186444,275
0.77280515,0.19722912,276
0.65754676,0.39700884,277
0.48973557,0.56567264,278
0.28367546,0.6895947,279
0.053306594,0.75854814,280
-0.18219517,0.7675919,281
-0.4028118,0.715901,282
-0.588767,0.6064077,283
-0.7293066,0.45050773,284
-0.81260765,0.25946578,285
-0.8317741,0.04845395,286
-0.78660053,-0.16717929,287
-0.6792074,-0.37033504,288
-0.51634085,-0.5437709,289
-0.31340063,-0.6727662,290
-0.08645412,-0.7501193,291
0.14803357,-0.7684607,292
0.3715988,-0.725121,293
0.5647973,-0.6235043,294
0.7129301,-0.473314,295
0.806822,-0.28685424,296
0.8358636,-0.07803593,297
0.7997081,0.13889687,298
0.7003962,0.34635884,299
0.5446006,0.52643144,300
0.34606877,0.6651972,301
0.11891423,0.7505886,302
-0.11920737,0.7763519,303
-0.34758136,0.74059594,304
-0.5451469,0.64503044,305
-0.7002087,0.49916098,306
-0.800311,0.3149848,307
-0.8371355,0.106753,308
-0.8090508,-0.10995833,309
-0.7170661,-0.31893966,310
-0.56701845,-0.5027108,311
-0.37223795,-0.6454653,312
-0.14920612,-0.7377847,313
0.08596075,-0.77250785,314
0.31541893,-0.7451773,315
0.51913285,-0.6578973,316
0.6810424,-0.51896244,317
0.79053044,-0.34000468,318
0.83769196,-0.13498507,319
0.81880367,0.08242938,320
0.73516935,0.29508424,321
0.5922998,0.48444518,322
0.40273565,0.63603777,323
0.18077487,0.73623794,324
-0.057322018,0.777881,325
-0.29065493,0.7577029,326
-0.49855226,0.67668074,327
-0.6662127,0.5421227,328
-0.78173834,0.36662558,329
-0.835675,0.16272542,330
-0.82406896,-0.0540908,331
-0.74783146,-0.26730028,332
-0.61150044,-0.45961422,333
-0.42618677,-0.61448455,334
-0.20817395,-0.720116,335
0.025813872,-0.77013856,336
0.25858343,-0.7587448,337
0.47089937,-0.68628246,338
0.64507043,-0.55936986,339
0.76899153,-0.38915384,340
0.833674,-0.18926112,341
0.8314918,0.02692947,342
0.7637342,0.24297398,343
0.6346344,0.44004297,344
0.4552758,0.6028318,345
0.24001238,0.71697277,346
0.0037952038,0.7739378,347
-0.23275906,0.76949877,348
-0.44942325,0.70364434,349
-0.6284538,0.58144397,350
-0.75867677,0.4155587,351
-0.82905835,0.21682882,352
-0.83394295,0.0013924325,353
-0.77386093,-0.21472481,354
-0.6520658,-0.41429594,355
-0.47738802,-0.5802353,356
-0.26618093,-0.69863605,357
-0.03461489,-0.76365477,358
0.20036773,-0.7682848,359
0.42015108,-0.71109384,360
0.60565597,-0.5968666,361
0.7433542,-0.43632746,362
0.8250462,-0.24256063,363
0.8392379,-0.028888319,364
0.7877896,0.18914194,365
0.67375183,0.39323986,366
0.5056079,0.5663335,367
0.2977676,0.6941506,368
0.0646946,0.7663114,369
-0.1741616,0.77765507,370
-0.39859724,0.72734416,371
-0.58812755,0.6181906,372
-0.7321194,0.46155724,373
-0.81841815,0.26906487,374
-0.83977294,0.056012053,375
-0.7959921,-0.16189173,376
-0.68913215,-0.36755756,377
-0.5259577,-0.54362214,378
-0.3218938,-0.6751515,379
-0.09362918,-0.7546551,380
0.14274615,-0.7748156,381
0.3689655,-0.7326358,382
0.5649503,-0.6314563,383
0.7156529,-0.48090175,384
0.8116561,-0.29337367,385
0.8423803,-0.08303927,386
0.8071935,0.13578512,387
0.7081646,0.3453825,388
0.55194443,0.52759606,389
0.352305,0.66815865,390
0.12363824,0.754942,391
-0.1162942,0.78160906,392
-0.34654066,0.7462064,393
-0.54591924,0.65045244,394
-0.7024785,0.5039221,395
-0.80378014,0.31877953,396
-0.84135914,0.109347396,397
-0.8135531,-0.10873126,398
-0.72139394,-0.3189151,399
-0.5708018,-0.50382334,400
-0.37515292,-0.6475635,401
-0.15125732,-0.7405931,402
0.08491198,-0.7758188,403
0.3154305,-0.74872214,404
0.5203928,-0.66130257,405
0.6833961,-0.5218931,406
0.7937094,-0.34217635,407
0.8413388,-0.13619713,408
0.8225096,0.08227809,409
0.7385896,0.29599774,410
0.59511065,0.48631167,411
0.40469056,0.63867813,412
0.18166803,0.73925567,413
-0.057529528,0.78097075,414
-0.291821,0.7605288,415
-0.5004817,0.6789635,416
-0.66865444,0.5436716,417
-0.7844312,0.36732462,418
-0.83833367,0.16253442,419
-0.8263913,-0.05511741,420
-0.7495518,-0.26895842,421
-0.61244607,-0.4617221,422
-0.42628673,-0.6168218,423
-0.20744576,-0.72243094,424
0.027196696,-0.7722463,425
0.26051053,-0.7604649,426
0.47330502,-0.68742466,427
0.64773965,-0.5598134,428
0.7716838,-0.38883463,429
0.8360626,-0.18818025,430
0.83336025,0.028706636,431
0.7648953,0.24530055,432
0.6349456,0.4426947,433
0.4547136,0.6055941,434
0.23857751,0.7195046,435
0.00161348,0.77600175,436
-0.23542953,0.77087677,437
-0.45227703,0.70416826,438
-0.63124746,0.58109075,439
-0.7611464,0.4143852,440
-0.830958,0.21491875,441
-0.8350768,-0.0010885727,442
-0.7741101,-0.21750405,443
-0.65134823,-0.41713095,444
-0.47577977,-0.5828563,445
-0.2638137,-0.7008354,446
-0.031740583,-0.7652245,447
0.20351945,-0.7690825,448
0.42336267,-0.7110228,449
0.60866153,-0.5959365,450
0.74592656,-0.43459228,451
0.82699686,-0.24015893,452
0.8403374,-0.025926508,453
0.7878884,0.19243646,454
0.67278546,0.39654976,455
0.5036809,0.5694059,456
0.29501572,0.6966491,457
0.06132282,0.7680252,458
-0.17780201,0.7784145,459
-0.40214154,0.72703105,460
-0.59132415,0.6168653,461
-0.7346825,0.45937657,462
-0.82011354,0.2661772,463
-0.84044677,0.052646298,464
-0.79555863,-0.16543223,465
-0.68762267,-0.37099355,466
-0.5234531,-0.5466354,467
-0.3186297,-0.67747426,468
-0.089883454,-0.7561263,469
0.14667585,-0.77529824,470
0.37278512,-0.7320708,471
0.56834334,-0.62987894,472
0.7183812,-0.4784503,473
0.8135414,-0.29024044,474
0.8431311,-0.07940628,475
0.8067691,0.1396422,476
0.70658875,0.3491419,477
0.54932517,0.5309485,478
0.34884018,0.67075104,479
0.119581886,0.7565641,480
-0.12057294,0.7821365,481
-0.35067654,0.7456104,482
-0.549501,0.64874464,483
-0.7052972,0.5012879,484
-0.8055859,0.31537837,485
-0.8419743,0.10544703,486
-0.812969,-0.11280305,487
-0.7195956,-0.32284737,488
-0.56788445,-0.5072567,489
-0.3713997,-0.6501944,490
-0.14702675,-0.7422987,491
0.089361824,-0.77641743,492
0.31977555,-0.7481505,493
0.524259,-0.6595952,494
0.68647695,-0.51919603,495
0.795801,-0.3387005,496
0.8421497,-0.13219261,497
0.8220267,0.08651518,498
0.7368463,0.3001129,499
0.5922321,0.48996776,500
0.40091237,0.64157903,501
0.17721961,0.7411458,502
-0.06227421,0.7816897,503
-0.29644978,0.75999296,504
-0.50453496,0.6771746,505
-0.67189044,0.5408183,506
-0.7865607,0.36357647,507
-0.8391526,0.15825188,508
-0.8258641,-0.05961367,509
-0.7476745,-0.27329156,510
-0.6093296,-0.4655249,511
-0.4222335,-0.61976993,512
-0.202775,-0.7243591,513
0.03212199,-0.7729591,514
0.2653137,-0.7598622,515
0.47756574,-0.6855449,516
0.6511264,-0.5568512,517
0.77397656,-0.38502336,518
0.83694917,-0.18379627,519
0.83287334,0.033357173,520
0.7630341,0.24983941,521
0.63180166,0.44670156,522
0.45058697,0.60878086,523
0.23376031,0.72157013,524
-0.0035277368,0.77679104,525
-0.24044155,0.7703122,526
-0.4566702,0.70225936,527
-0.6347697,0.578037,528
-0.76350677,0.4104913,529
-0.8319546,0.21045572,530
-0.8346515,-0.0057896515,531
-0.77226806,-0.22207044,532
-0.6481937,-0.4211859,533
-0.471617,-0.58604664,534
-0.25894547,-0.70299006,535
-0.0265589,-0.7661177,536
0.20861186,-0.7686042,537
0.4279248,-0.7092044,538
0.61234206,-0.592966,539
0.7484875,-0.43070248,540
0.8282209,-0.23566613,541
0.8401618,-0.021095632,542
0.78626066,0.19722985,543
0.66977274,0.40085858,544
0.49958602,0.57292116,545
0.29016736,0.69904405,546
0.05605321,0.769123,547
-0.18299368,0.7781388,548
-0.4067807,0.7253488,549
-0.5951454,0.613962,550
-0.73736596,0.4555561,551
-0.8214363,0.26168653,552
-0.84031636,0.04782308,553
-0.7939571,-0.17020303,554
-0.6846351,-0.37532458,555
-0.51935107,-0.5501458,556
-0.31378657,-0.67986757,557
-0.08464668,-0.7572621,558
0.15188967,-0.7750597,559
0.3775384,-0.73047143,560
0.5722521,-0.6270518,561
0.721195,-0.47465825,562
0.8151156,-0.28579387,563
0.84318167,-0.07457025,564
0.8053369,0.14450131,565
0.7037879,0.3536189,566
0.545372,0.5346836,567
0.34404948,0.6733837,568
0.11429257,0.7578989,569
-0.12589413,0.78208774,570
-0.35559788,0.74421215,571
-0.55355096,0.6460724,572
-0.7082675,0.49761787,573
-0.8072262,0.3109446,574
-0.84213287,0.10058269,575
-0.8116534,-0.11770585,576
-0.71689147,-0.32741502,577
-0.56396365,-0.5110796,578
-0.36662945,-0.65294844,579
-0.14182265,-0.7438744,580
0.094676524,-0.77663445,581
0.32481584,-0.7469734,582
0.52856475,-0.6571183,583
0.6897164,-0.5156348,584
0.79777384,-0.33433965,585
0.84256554,-0.12734969,586
0.82092196,0.09148324,587
0.7343084,0.30478907,588
0.5884541,0.4939705,589
0.3962072,0.6445676,590
0.17189835,0.7429019,591
-0.06778162,0.7820652,592
-0.30167764,0.7589462,593
-0.50897574,0.6747462,594
-0.6753021,0.5372729,595
-0.78865254,0.3591223,596
-0.8397026,0.15332504,597
-0.82491386,-0.064652935,598
-0.74525976,-0.27804708,599
-0.6056023,-0.46960112,600
-0.41755536,-0.6228272,601
-0.19757007,-0.7262726,602
0.03753729,-0.77352655,603
0.27052873,-0.758987,604
0.48211157,-0.6832943,605
0.65465546,-0.55345774,606
0.7762656,-0.3807592,607
0.83768487,-0.17896977,608
0.8321031,0.038407862,609
0.7607922,0.25469747,610
0.62824273,0.45095742,611
0.4460087,0.6120933,612
0.22847877,0.7236557,613
-0.009100193,0.7774902,614
-0.24582745,0.769546,615
-0.4613421,0.70005834,616
-0.63846636,0.5746384,617
-0.7659089,0.40616325,618
-0.8328621,0.20557442,619
-0.8340487,-0.010889309,620
-0.7701431,-0.22698544,621
-0.6446761,-0.4255123,622
-0.46704346,-0.5894118,623
-0.25365832,-0.70519805,624
-0.020974323,-0.76696134,625
0.21406443,-0.76796997,626
0.4327684,-0.7071346,627
0.61620134,-0.589679,628
0.75111526,-0.42646053,629
0.8292623,-0.23079182,630
0.839702,-0.015919743,631
0.7842675,0.20229156,632
0.66634196,0.40533113,633
0.49505803,0.57648903,634
0.28490502,0.7013841,635
0.050417297,0.7700637,636
-0.18847482,0.77762043,637
-0.4116093,0.72336006,638
-0.5990534,0.61071473,639
-0.7400277,0.45138168,640
-0.8226333,0.25686315,641
-0.8399713,0.042706095,642
-0.7920675,-0.17521136,643
-0.6812986,-0.37980896,644
-0.51488006,-0.55371857,645
-0.3085889,-0.6822247,646
-0.079090565,-0.7582687,647
0.15736213,-0.77460617,648
0.38245586,-0.7285945,649
0.57622105,-0.6239095,650
0.7239679,-0.47054225,651
0.8165549,-0.28104484,652
0.8430132,-0.069471784,653
0.8036237,0.14956199,654
0.7006676,0.35822108,655
0.54109025,0.5384571,656
0.33894742,0.6759712,657
0.10872672,0.759108,658
-0.1313936,0.7818403,659
-0.36062202,0.7425831,660
-0.5576254,0.64316696,661
-0.7111931,0.4937372,662
-0.8087644,0.30632973,663
-0.8421497,0.09558242,664
-0.81015664,-0.12270513,665
-0.7139981,-0.3320315,666
-0.55985945,-0.5149023,667
-0.36170033,-0.65565294,668
-0.13648851,-0.7453626,669
0.10008604,-0.7767288,670
0.32990944,-0.7456478,671
0.532869,-0.6544826,672
0.6928987,-0.5119223,673
0.7996414,-0.32985187,674
0.84284234,-0.12241362,675
0.81966114,0.09650452,676
0.7316118,0.30947465,677
0.58453155,0.49793753,678
0.39137745,0.64745194,679
0.16649549,0.74452525,680
-0.073317125,0.78229934,681
-0.30688685,0.75776047,682
-0.51335675,0.6722026,683
-0.6786245,0.53363025,684
-0.79063344,0.35460627,685
-0.84015226,0.14835095,686
-0.8238552,-0.06971504,687
-0.7427357,-0.28279898,688
-0.6017747,-0.4736454,689
-0.41279364,-0.62582684,690
-0.19230355,-0.72810507,691
0.042986143,-0.77399296,692
0.27574533,-0.75799966,693
0.486623,-0.68092996,694
0.6581174,-0.54995924,695
0.778462,-0.37640685,696
0.8383072,-0.17408222,697
0.8312044,0.043482583,698
0.7584254,0.25954658,699
0.62456745,0.45517486,700
0.4413318,0.61533755,701
0.2231066,0.72564536,702
-0.014722474,0.77808017,703
-0.25122353,0.7686729,704
-0.46598792,0.69775766,705
-0.6421103,0.571154,706
-0.76822263,0.40171638,707
-0.8336513,0.20060009,708
-0.83331186,-0.016041622,709
-0.76787996,-0.23191507,710
-0.64103234,-0.42981535,711
-0.46237066,-0.59271866,712
-0.24830814,-0.70733666,713
-0.015351715,-0.7677161,714
0.21952604,-0.76723546,715
0.43757832,-0.70496863,716
0.61999536,-0.5863086,717
0.7536584,-0.42215243,718
0.8302047,-0.22587496,719
0.8391215,-0.01072604,720
0.78215396,0.2073414,721
0.6628023,0.40976247,722
0.49044028,0.57998854,723
0.27955508,0.70362157,724
0.044734202,0.7708859,725
-0.19396496,0.77697754,726
-0.41640875,0.72126204,727
-0.6029032,0.6073781,728
-0.7426106,0.44715342,729
-0.8237434,0.25201967,730
-0.83954644,0.037607327,731
-0.7901136,-0.18017587,732
-0.6779213,-0.3842329,733
-0.51039946,-0.55721986,734
-0.30341232,-0.6845085,735
-0.07357656,-0.75920844,736
0.16277608,-0.77409405,737
0.38729855,-0.72667235,738
0.58010465,-0.62074196,739
0.72665346,-0.46642548,740
0.8179114,-0.27632007,741
0.84277606,-0.0644248,742
0.8018648,0.15455034,743
0.69752955,0.36273667,744
0.53681624,0.5421414,745
0.3338821,0.67847425,746
0.103224866,0.7602501,747
-0.13681331,0.78153646,748
-0.36555585,0.7409141,749
-0.56160307,0.6402384,750
-0.71401894,0.4898413,751
-0.81020385,0.30172533,752
-0.8420752,0.09061624,753
-0.80858445,-0.12765752,754
-0.7110476,-0.336582,755
-0.55572027,-0.5186439,756
-0.35676172,-0.6582672,757
-0.13117293,-0.7467581,758
0.10544952,-0.7767383,759
0.3349331,-0.74425054,760
0.53708625,-0.6517935,761
0.69598436,-0.50817823,762
0.80140847,-0.32535717,763
0.84302545,-0.117498465,764
0.81832594,0.10147346,765
0.7288678,0.31408164,766
0.5805938,0.5018113,767
0.3865686,0.6502407,768
0.16114782,0.7460659,769
-0.078763545,0.78248155,770
-0.31199446,0.756561,771
-0.51763886,0.66967064,772
-0.68185955,0.53003454,773
-0.79254687,0.35015574,774
-0.84056604,0.14343585,775
-0.8227924,-0.074699156,776
-0.7402385,-0.2874693,777
-0.5980021,-0.47761002,778
-0.40811232,-0.62876236,779
-0.18713117,-0.729895,780
0.048334472,-0.77444154,781
0.28086337,-0.75701934,782
0.49104258,-0.6785997,783
0.66150284,-0.5465202,784
0.78060305,-0.37213516,785
0.83890396,-0.1692903,786
0.83031136,0.04845435,787
0.7560973,0.2642898,788
0.62096655,0.45929283,789
0.43675396,0.618502,790
0.2178498,0.7275741,791
-0.020223169,0.7786336,792
-0.25649643,0.7677932,793
-0.47052056,0.6954832,794
-0.64565593,0.56772465,795
-0.7704616,0.39735153,796
-0.8343941,0.19571695,797
-0.83255213,-0.021104071,798
-0.7656275,-0.23675919,799
